"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","Which of the following describes your role in relation to software systems in your organization? [Management]","Which of the following describes your role in relation to software systems in your organization? [Technical]","Which of the following describes your role in relation to software systems in your organization? [Non-Technical]","Which domains best describe the software systems you primarily work with?  [Mobile application]","Which domains best describe the software systems you primarily work with?  [IoT (Internet of Things) or embedded software]","Which domains best describe the software systems you primarily work with?  [Web application]","Which domains best describe the software systems you primarily work with?  [Platform or infrastructure software (e.g., Kubernetes, CI/CD platforms, runtime environments)]","Which domains best describe the software systems you primarily work with?  [Business / Enterprise application]","Which domains best describe the software systems you primarily work with?  [Other]","How large is your organization?","Who holds formal decision authority for sustainability-related decisions regarding software systems in your organization? ","Which workload types characterize the majority of the software systems you primarily work with?  [Transactional application workloads (e.g., web applications, APIs)]","Which workload types characterize the majority of the software systems you primarily work with?  [Data analytics / reporting workloads]","Which workload types characterize the majority of the software systems you primarily work with?  [Event-driven / real-time workloads (e.g., message queues, streaming platforms)]","Which workload types characterize the majority of the software systems you primarily work with?  [Batch processing / data pipelines (e.g., Extract–Transform–Load (ETL), scheduled jobs)]","Which workload types characterize the majority of the software systems you primarily work with?  [Machine learning / artificial intelligence (e.g., training or inference)]","Which workload types characterize the majority of the software systems you primarily work with?  [Embedded / edge workloads]","Which workload types characterize the majority of the software systems you primarily work with?  [High-performance or compute-intensive workloads (e.g., simulations, scientific computing)]","Which workload types characterize the majority of the software systems you primarily work with?  [Other]","Which roles are involved in activities related to green software metrics (e.g., defining, assessing, interpreting, or decision-making) within your organization?     [Developers]","Which roles are involved in activities related to green software metrics (e.g., defining, assessing, interpreting, or decision-making) within your organization?     [Architects]","Which roles are involved in activities related to green software metrics (e.g., defining, assessing, interpreting, or decision-making) within your organization?     [DevOps / SRE (Site Reliability Engineering)]","Which roles are involved in activities related to green software metrics (e.g., defining, assessing, interpreting, or decision-making) within your organization?     [Product / Management]","Which roles are involved in activities related to green software metrics (e.g., defining, assessing, interpreting, or decision-making) within your organization?     [Sustainability / ESG (Environmental, Social, and Governance)]","Which roles are involved in activities related to green software metrics (e.g., defining, assessing, interpreting, or decision-making) within your organization?     [Operations / IT]","Which roles are involved in activities related to green software metrics (e.g., defining, assessing, interpreting, or decision-making) within your organization?     [External stakeholders / customers]","Which roles are involved in activities related to green software metrics (e.g., defining, assessing, interpreting, or decision-making) within your organization?     [Other]","How would you rate the sustainability maturity of the software systems you primarily work with? ","Which runtime environments are used by the majority of the software systems you primarily work with?  [Bare metal]","Which runtime environments are used by the majority of the software systems you primarily work with?  [Virtual machines]","Which runtime environments are used by the majority of the software systems you primarily work with?  [Containers]","Which runtime environments are used by the majority of the software systems you primarily work with?  [Serverless]","Which architectural style best describes the majority of the software systems you primarily work with? ","Which architectural style best describes the majority of the software systems you primarily work with?  [Other]","Where do the majority of the software systems you primarily work with run?     [Self-operated infrastructure with full administrative access (e.g., on-premises servers, edge devices, embedded systems)]","Where do the majority of the software systems you primarily work with run?     [Hosted or colocated infrastructure with full administrative access (e.g., own hardware in external data centers)]","Where do the majority of the software systems you primarily work with run?     [External infrastructure provider with virtual machine access (e.g., root/admin access to VMs)]","Where do the majority of the software systems you primarily work with run?     [External infrastructure provider with platform-level access (e.g., containers or PaaS without host access)]","Where do the majority of the software systems you primarily work with run?     [Fully managed or serverless services (e.g., functions, managed databases, SaaS components)]","How important are the following objectives for your organization? [CO₂ reduction]","How important are the following objectives for your organization? [Energy reduction]","How important are the following objectives for your organization? [Cost reduction]","How important are the following objectives for your organization? [Performance / latency]","How important are the following objectives for your organization? [Compliance / reporting]","Does energy consumption currently influence decision-making in the software systems you primarily work with? ","How strongly do you agree or disagree with the following statement? [Reducing energy consumption through software optimization is worth the required effort for our organization.]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [Lack of comparable methods]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [Lack of ground truth (direct power measurements)]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [High tooling overhead]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [High data integration effort]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [Unclear responsibilities]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [Skills gaps]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [Cost of instrumentation]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [Restricted access due to provider or organizational policies]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [Inconsistent results across environments]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [None – no significant hindering factors identified]","       Which factors hinder the measurement of energy consumption for the software systems you primarily work with?  [Other]","Which improvements would help enable or enhance energy measurement for the software systems you primarily work with?  [Standardized energy and sustainability metrics (definitions, units, formats)]","Which improvements would help enable or enhance energy measurement for the software systems you primarily work with?  [Clear measurement procedures or checklists]","Which improvements would help enable or enhance energy measurement for the software systems you primarily work with?  [Guidance on appropriate measurement granularity (e.g., system, service, transaction level)]","Which improvements would help enable or enhance energy measurement for the software systems you primarily work with?  [Guidelines or templates for reporting uncertainty and accuracy]","Which improvements would help enable or enhance energy measurement for the software systems you primarily work with?  [Reference dashboards or key performance indicators (KPIs)]","Which improvements would help enable or enhance energy measurement for the software systems you primarily work with?  [Patterns for integrating measurements into CI/CD pipelines]","Which improvements would help enable or enhance energy measurement for the software systems you primarily work with?  [Other]","Do you think additional regulation or policy incentives are needed to increase the practical relevance of energy-efficient software? ","How often are decisions regarding the software systems you primarily work with based on energy consumption? ","Are green or energy-related requirements formally part of the design process for the software systems you primarily work with? ","Which metrics are currently tracked for the software systems you primarily work with?  [Power consumption (e.g., watt)]","Which metrics are currently tracked for the software systems you primarily work with?  [Energy consumption (e.g., kWh, joule)]","Which metrics are currently tracked for the software systems you primarily work with?  [CO₂e emissions]","Which metrics are currently tracked for the software systems you primarily work with?  [Water consumption / water footprint]","Which metrics are currently tracked for the software systems you primarily work with?  [Costs used as a proxy for energy or CO₂e]","Which metrics are currently tracked for the software systems you primarily work with?  [Software Carbon Intensity (SCI)]","Which metrics are currently tracked for the software systems you primarily work with?  [CPU utilization]","Which metrics are currently tracked for the software systems you primarily work with?  [Memory utilization]","Which metrics are currently tracked for the software systems you primarily work with?  [Disk I/O]","Which metrics are currently tracked for the software systems you primarily work with?  [Network utilization]","Which metrics are currently tracked for the software systems you primarily work with?  [Response time / latency]","Which metrics are currently tracked for the software systems you primarily work with?  [Throughput / traffic]","Which metrics are currently tracked for the software systems you primarily work with?  [Error rate]","Which metrics are currently tracked for the software systems you primarily work with?  [Other]","Are CO₂e emissions differentiated by emission scope (Scope 1, 2, 3)?","In which phases of the software life cycle are energy measurements performed?   [Development]","In which phases of the software life cycle are energy measurements performed?   [Testing / Quality Assurance (QA)]","In which phases of the software life cycle are energy measurements performed?   [Production / operations]","In which phases of the software life cycle are energy measurements performed?   [Maintenance / refactoring]","In which phases of the software life cycle are energy measurements performed?   [Ad hoc / exploratory measurements]","In which phases of the software life cycle are energy measurements performed?   [Other]","What are the scopes of observation when measuring energy or resource consumption?  [Infrastructure – physical hardware (server / node / rack)]","What are the scopes of observation when measuring energy or resource consumption?  [Infrastructure – virtual machine (VM)]","What are the scopes of observation when measuring energy or resource consumption?  [Infrastructure – container or pod]","What are the scopes of observation when measuring energy or resource consumption?  [Software – service or component (module)]","What are the scopes of observation when measuring energy or resource consumption?  [Software – transaction or request (API call, inference request)]","What are the scopes of observation when measuring energy or resource consumption?  [Software – code level or static analysis]","What are the scopes of observation when measuring energy or resource consumption?  [Other]","Is the assessment of energy or resource consumption automated in your organization? ","In which runtime environments are measurements taken?  [Bare metal]","In which runtime environments are measurements taken?  [Virtual machines]","In which runtime environments are measurements taken?  [Containers]","In which runtime environments are measurements taken?  [Serverless         ]","How likely is your organization to take the following action within the next 12 months?  [Adopt structured guidelines for measuring and interpreting software energy consumption.]","Which decision areas in your organization would be impacted by improved energy or resource measurements?  [Architecture choices]","Which decision areas in your organization would be impacted by improved energy or resource measurements?  [Hardware components (e.g., ARM64, RISC-V, GPUs, servers)]","Which decision areas in your organization would be impacted by improved energy or resource measurements?  [Software libraries (e.g., databases, APIs, Bluetooth Low Energy)]","Which decision areas in your organization would be impacted by improved energy or resource measurements?  [Service right-sizing]","Which decision areas in your organization would be impacted by improved energy or resource measurements?  [Source code (data structures, coding best practices)]","Which decision areas in your organization would be impacted by improved energy or resource measurements?  [Cloud region / provider]","Which decision areas in your organization would be impacted by improved energy or resource measurements?  [Procurement / Service Level Agreements (SLAs)]","Which decision areas in your organization would be impacted by improved energy or resource measurements?  [Product requirements]","Which decision areas in your organization would be impacted by improved energy or resource measurements?  [Sustainability reporting]","Which decision areas in your organization would be impacted by improved energy or resource measurements?  [Other]","Total time","Group time: Context","Question time: contextrole","Question time: contextdomain","Question time: contextsize","Question time: contextresponsabilit","Question time: contextworkload","Question time: contextdecission","Question time: contextsustainabilit","Question time: contextruntime","Question time: contextarchitecture","Question time: contextlocation","Group time: Want","Question time: wantobjectives","Question time: wantinfluence","Question time: wanteffort","Group time: Can","Question time: canbarrier","Question time: canvalueable","Question time: canpolitical","Group time: Do","Question time: dodecission","Question time: dorequirements","Question time: dometrics","Question time: doesgscope","Question time: dolifecycle","Question time: doscope","Question time: doautomation","Question time: docontext","Group time: Outlook","Question time: outlooklikely","Question time: outlookimpact"
"64","2026-03-04 17:56:11","5","en","1624548222","2026-03-04 17:51:09","2026-03-04 17:56:10","No","Yes","Yes","No","Yes","No","Yes","Yes","","5000+","Individual / Employee","No","No","Yes","Yes","Yes","Yes","No","","Yes","Yes","Yes","No","No","No","No","","None","No","Yes","Yes","Yes","Microservices","","No","No","Yes","Yes","Yes","2","2","4","5","3","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Agree","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","","No","Yes","No","No","Yes","Yes","","Yes","Never","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","No","No","No","No","","No","No","No","No","Yes","Neither likely nor unlikely","Yes","Yes","No","Yes","No","Yes","Yes","No","No","","303.84","103.78","","","","","","","","","","","38.97","","","","42.77","","","","81.33","","","","","","","","","36.99","",""
"65","2026-03-05 11:35:16","5","en","1440598425","2026-03-05 11:16:25","2026-03-05 11:35:16","No","No","Yes","Yes","No","Yes","Yes","No","","5000+","Company / Organization","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","No","No","Yes","Yes","Yes","Yes","No","","Ad hoc pilots","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","2","3","5","5","4","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Strongly agree","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","","No","Yes","Yes","No","Yes","Yes","","Yes","Never","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","Neither likely nor unlikely","Yes","Yes","No","Yes","Yes","No","No","No","Yes","","1131.98","670.17","","","","","","","","","","","135.17","","","","146.94","","","","79.34","","","","","","","","","100.36","",""
"67","2026-03-05 13:58:33","5","en","1319622749","2026-03-05 12:26:57","2026-03-05 13:58:33","No","No","Yes","No","Yes","Yes","Yes","Yes","","250–999","Company / Organization","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","No","No","Yes","Yes","Yes","Yes","No","","Defined sustainability KPIs","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","3","4","5","4","5","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Agree","Yes","No","No","Yes","No","No","No","Yes","No","No","","Yes","No","Yes","Yes","Yes","No","","Yes","Never","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","","Yes, Scope 1, 2, and 3 are distinguished","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","Likely","Yes","Yes","Yes","No","Yes","No","No","No","Yes","","3697.2","54.37","","","","","","","","","","","54.6","","","","3482.08","","","","52.56","","","","","","","","","53.59","",""
"71","2026-03-05 16:04:44","5","en","1010004454","2026-03-05 15:52:01","2026-03-05 16:04:44","No","No","Yes","No","No","No","Yes","Yes","","5000+","Department","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","Yes","Yes","Yes","Yes","Yes","Yes","No","","Ad hoc pilots","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","2","4","3","1","5","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Neither agree nor disagree","No","Yes","No","No","No","Yes","No","Yes","No","No","Lack of reliable measurement tools","Yes","Yes","No","Yes","No","Yes","","Yes","Random / ad hoc","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","Strongly unlikely","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","","765.79","237.96","","","","","","","","","","","130.86","","","","211.33","","","","98.89","","","","","","","","","86.75","",""
"72","2026-03-06 16:54:03","5","en","2131147172","2026-03-06 16:46:01","2026-03-06 16:54:03","Yes","Yes","No","No","No","Yes","Yes","No","","250–999","Company / Organization","Yes","No","No","No","No","No","No","","Yes","No","Yes","No","Yes","No","No","","Ad hoc pilots","No","No","Yes","No","Modular monolith","","No","Yes","Yes","No","No","5","4","5","5","5","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Agree","No","No","No","No","Yes","No","Yes","Yes","No","No","other business priorities","Yes","Yes","No","No","Yes","Yes","","Yes","Random / ad hoc","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No","","No, CO₂e is measured without scope differentiation","No","No","Yes","No","Yes","","No","No","Yes","No","No","No","","No","No","No","Yes","No","Likely","No","Yes","No","Yes","No","Yes","No","No","Yes","","593.91","124.56","","","","","","","","","","","62.13","","","","221.43","","","","114.36","","","","","","","","","71.43","",""
"74","2026-03-06 21:36:04","5","en","886775953","2026-03-06 21:27:10","2026-03-06 21:36:04","No","Yes","No","No","Yes","No","No","No","","50–249","I do not know","No","No","No","No","No","Yes","No","","Yes","Yes","No","No","No","No","No","","I do not know","Yes","Yes","No","No","Modular monolith","","Yes","No","No","No","No","","","","","","Yes – we consider energy explicitly (e.g., measurements, performance indicators, feedback).","Neither agree nor disagree","No","No","No","No","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","","No","Random / ad hoc","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","No","Yes","No","No","No","","No","No","No","No","Yes","Yes","","No","Yes","No","No","No","Neither likely nor unlikely","Yes","Yes","Yes","No","No","No","No","No","No","","537.13","184.26","","","","","","","","","","","56.06","","","","79.19","","","","162.77","","","","","","","","","54.85","",""
"79","2026-03-09 11:54:05","5","en","1501049035","2026-03-09 11:45:33","2026-03-09 11:54:05","Yes","Yes","No","No","Yes","Yes","Yes","Yes","","250–999","Team","No","Yes","Yes","Yes","Yes","Yes","No","","Yes","Yes","No","Yes","Yes","Yes","Yes","","Defined sustainability KPIs","Yes","Yes","Yes","Yes","Modular monolith","","Yes","Yes","Yes","Yes","Yes","5","4","2","3","4","Yes – we consider energy explicitly (e.g., measurements, performance indicators, feedback).","Strongly agree","No","Yes","No","No","Yes","No","No","Yes","No","No","","Yes","Yes","No","No","Yes","No","Standardized reporting from vendors","Yes","Random / ad hoc","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","","Yes, Scope 1, 2, and 3 are distinguished","No","No","Yes","No","Yes","","Yes","Yes","Yes","Yes","No","No","","No","Yes","Yes","Yes","Yes","Strongly likely","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Data processing capabilities","514.09","168.8","","","","","","","","","","","46.2","","","","111.35","","","","120.79","","","","","","","","","66.95","",""
"82","2026-03-09 16:47:31","5","en","1466883094","2026-03-09 16:33:39","2026-03-09 16:47:31","No","No","Yes","No","No","No","No","Yes","","5000+","I do not know","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","Yes","Yes","No","No","Yes","Yes","No","","I do not know","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","5","4","5","5","4","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Neither agree nor disagree","No","No","No","No","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","","Yes","Never","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","Neither likely nor unlikely","No","No","No","No","No","Yes","No","No","Yes","","834.81","179.81","","","","","","","","","","","29.18","","","","588.25","","","","17.87","","","","","","","","","19.7","",""
"83","2026-03-09 21:27:46","5","en","1155627005","2026-03-09 21:22:58","2026-03-09 21:27:46","No","Yes","No","No","No","No","Yes","No","","5000+","Team","Yes","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","Ad hoc pilots","No","Yes","No","No","Microservices","","No","Yes","No","No","No","2","2","5","5","5","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Strongly agree","No","Yes","No","No","No","No","No","Yes","No","No","","Yes","No","No","No","No","No","","Yes","Random / ad hoc","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","No","No","No","","Yes","No","Yes","No","No","Likely","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","","289.23","94.62","","","","","","","","","","","53.1","","","","34.94","","","","79.16","","","","","","","","","27.41","",""
"87","2026-03-11 09:07:28","5","en","477338552","2026-03-11 09:01:09","2026-03-11 09:07:28","Yes","No","No","No","No","Yes","No","No","","1–49","Company / Organization","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","No","No","No","No","No","No","No","","I do not know","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","5","5","","2","1","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Disagree","Yes","No","No","No","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","","Yes","Never","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","Strongly unlikely","No","No","No","No","No","Yes","No","No","No","","380.16","101.31","","","","","","","","","","","66.86","","","","102.92","","","","42.69","","","","","","","","","66.38","",""
"90","2026-03-12 14:31:52","5","en","1385870930","2026-03-12 14:23:53","2026-03-12 14:31:52","Yes","No","No","No","No","No","Yes","No","","1–49","Company / Organization","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","No","No","No","No","No","Yes","No","","I do not know","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","","","","","","Yes – we consider energy explicitly (e.g., measurements, performance indicators, feedback).","Neither agree nor disagree","No","No","No","No","No","No","Yes","No","No","No","","No","No","No","No","No","No","Budget of Customers for it","No","Random / ad hoc","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","Neither likely nor unlikely","Yes","No","No","No","No","No","No","No","No","","482.45","180.85","","","","","","","","","","","26.49","","","","91.91","","","","159.33","","","","","","","","","23.87","",""
"93","2026-03-12 19:02:02","5","en","759605834","2026-03-12 18:49:29","2026-03-12 19:02:02","No","Yes","No","No","No","No","No","Yes","","1–49","Team","Yes","Yes","Yes","Yes","No","No","No","","Yes","Yes","Yes","No","No","No","No","","Ad hoc pilots","No","No","Yes","No","Microservices","","No","No","No","No","Yes","1","2","5","4","2","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Disagree","No","No","No","No","No","No","No","Yes","No","No","the motivation to actually do it","No","Yes","Yes","No","No","Yes","","Yes","Random / ad hoc","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","","","No","No","No","No","Yes","","No","No","Yes","No","No","No","","No","No","No","Yes","No","Strongly unlikely","Yes","No","Yes","Yes","No","Yes","No","No","Yes","","756.09","372.39","","","","","","","","","","","79.55","","","","148.17","","","","112.46","","","","","","","","","43.52","",""
"96","2026-03-13 20:04:57","5","en","504889694","2026-03-13 20:01:30","2026-03-13 20:04:57","No","Yes","No","No","No","No","No","Yes","","1000–4999","I do not know","No","Yes","No","No","No","No","Yes","","Yes","No","No","No","Yes","No","No","","None","Yes","Yes","No","No","Microservices","","Yes","No","No","No","No","2","2","4","5","3","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Disagree","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","","Yes","Yes","No","No","Yes","No","","No","Never","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","","","No","No","No","No","No","","Yes","Yes","Yes","No","No","No","","No","Yes","Yes","No","No","Strongly unlikely","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","","208.98","80.95","","","","","","","","","","","27.15","","","","35.45","","","","45.46","","","","","","","","","19.97","",""
"98","2026-03-16 08:06:09","5","en","570684919","2026-03-16 07:59:35","2026-03-16 08:06:09","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","","1–49","Company / Organization","Yes","Yes","No","Yes","No","No","No","","Yes","No","No","No","No","Yes","No","","None","No","Yes","No","No","Monolithic","","Yes","No","No","Yes","No","5","4","4","5","4","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Disagree","Yes","Yes","No","No","No","No","Yes","No","No","No","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Never","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","","","Yes","No","Yes","No","No","","Yes","Yes","No","No","No","No","","No","Yes","No","No","No","Likely","No","No","No","No","Yes","Yes","No","No","No","","396.56","128.36","","","","","","","","","","","44.31","","","","102.79","","","","91.43","","","","","","","","","29.67","",""
"99","2026-03-16 09:19:59","5","en","1315297188","2026-03-16 09:12:17","2026-03-16 09:19:59","Yes","No","No","No","Yes","Yes","No","No","","50–249","Company / Organization","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","No","No","No","No","No","Yes","No","","I do not know","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","5","5","1","1","1","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Neither agree nor disagree","No","No","No","No","No","No","No","No","No","No","Interest","Yes","No","No","No","No","No","","No","Never","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","Strongly unlikely","Yes","No","No","No","No","No","No","No","No","","463.6","155.01","","","","","","","","","","","51.71","","","","151.23","","","","60.23","","","","","","","","","45.42","",""
"102","2026-03-18 10:01:51","5","en","977499788","2026-03-18 08:50:06","2026-03-18 10:01:51","No","No","Yes","No","No","No","No","Yes","","5000+","Company / Organization","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","No","No","No","No","Yes","No","No","","I do not know","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","","","","","","Yes – we consider energy explicitly (e.g., measurements, performance indicators, feedback).","Agree","No","No","No","No","No","No","No","No","No","Yes","","No","No","No","No","Yes","No","","Yes","Random / ad hoc","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","","Yes, Scope 1, 2, and 3 are distinguished","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","Likely","No","No","No","No","No","No","No","No","Yes","","294.12","121.86","","","","","","","","","","","43.49","","","","43.78","","","","65.01","","","","","","","","","19.98","",""
"105","2026-03-18 10:42:36","5","en","197715719","2026-03-18 09:52:14","2026-03-18 10:42:36","No","Yes","No","No","Yes","No","No","Yes","","250–999","Company / Organization","Yes","Yes","Yes","No","No","No","No","","No","No","No","No","No","Yes","No","","None","No","Yes","No","No","Monolithic","","Yes","Yes","No","No","No","3","3","5","4","5","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Strongly disagree","No","Yes","No","No","No","No","Yes","No","No","No","","No","Yes","No","No","No","No","","No","Never","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","","","No","No","No","No","Yes","","No","No","No","No","No","No","rack","No","Yes","No","No","No","Strongly unlikely","No","No","No","Yes","No","No","Yes","No","Yes","","3023.22","897.94","","","","","","","","","","","155.05","","","","848.98","","","","1072.88","","","","","","","","","48.37","",""
"108","2026-03-18 17:16:12","5","en","1083297253","2026-03-18 17:05:14","2026-03-18 17:16:12","Yes","Yes","No","No","No","No","Yes","Yes","","5000+","Department","Yes","Yes","No","No","Yes","No","Yes","","No","Yes","No","No","Yes","Yes","No","","I do not know","No","Yes","Yes","No","","","No","No","Yes","No","Yes","4","4","5","4","5","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Neither agree nor disagree","Yes","No","No","No","No","Yes","No","No","No","No","","Yes","No","Yes","No","No","No","","Yes","Never","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","","","No","No","No","No","No","","No","Yes","Yes","No","No","No","","No","Yes","Yes","No","No","Neither likely nor unlikely","Yes","Yes","No","No","No","No","No","No","No","","659.18","314.83","","","","","","","","","","","63.11","","","","99.04","","","","143.97","","","","","","","","","38.23","",""
"109","2026-03-19 08:11:43","5","en","2023160158","2026-03-19 08:07:24","2026-03-19 08:11:43","Yes","No","No","No","No","Yes","No","No","","1–49","Company / Organization","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","Yes","Yes","No","Yes","No","No","No","","Ad hoc pilots","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","5","5","5","5","5","Yes – we consider energy explicitly (e.g., measurements, performance indicators, feedback).","Neither agree nor disagree","No","No","No","No","No","No","No","Yes","No","No","","Yes","No","No","No","No","No","","Yes","Random / ad hoc","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","Unlikely","No","No","No","No","Yes","Yes","No","No","No","","261.51","65.27","","","","","","","","","","","39.82","","","","55.45","","","","56.46","","","","","","","","","44.51","",""
"112","2026-03-19 17:51:15","5","en","618552524","2026-03-19 17:43:58","2026-03-19 17:51:15","Yes","Yes","No","No","No","No","Yes","Yes","","50–249","I do not know","Yes","No","No","Yes","No","No","No","","Yes","Yes","No","No","No","No","No","","None","No","No","Yes","Yes","Modular monolith","","No","No","No","Yes","No","1","1","5","3","4","No – energy is not a decision factor, even if related aspects (e.g., cost, performance) may matter.","Agree","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","","Yes","Yes","Yes","Yes","Yes","No","","Yes","Never","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","","","No","No","No","No","No","","No","No","No","No","No","No","","No","No","Yes","No","No","Strongly unlikely","No","No","No","No","No","No","No","No","Yes","","439.97","184.77","","","","","","","","","","","52.15","","","","59.68","","","","111.35","","","","","","","","","32.02","",""
